,title,price,colour,category,description,brand
191,Peyton V-neck Shift Dress,43.9,missing,dress,<ul><li>Smart thinking</li><li>V-neckline</li><li>Shift dress silhouette</li><li>Mini length</li><li>Material has no stretch</li><li>Concealed back zip closure with hook</li><li>Functional side pockets</li><li>Lined; polyester</li><li>Made of polyester</li></ul>,Love Bonito
192,Siesse Scalloped Collar Shirt,43.9,missing,tops,Siesse Scalloped Collar Shirt,Love Bonito
193,Oedema Batwing Cape Cardigan,53.9,missing,outerwear,Oedema Batwing Cape Cardigan,Love Bonito
194,Ryana Printed Layered Maxi Dress,59.9,missing,dress,Ryana Printed Layered Maxi Dress,Love Bonito
195,Stella Kick Flare Crop Jeans,46.9,missing,jeans,Stella Kick Flare Crop Jeans,Love Bonito
196,Lejenis Lace Crop Top,39.9,missing,tops,Lejenis Lace Crop Top,Love Bonito
197,Aurella Printed Camisole Top,33.9,missing,tops,Sleek & chic. Geometric print. V-neckline.,Love Bonito
198,Nija Polka Dot Print Textured Crop Top,33.9,missing,tops,Nija Polka Dot Print Textured Crop Top,Love Bonito
199,Hedley Button Front Cuffed Pants,46.9,missing,bottoms,Hedley Button Front Cuffed Pants,Love Bonito
200,Cass Batwing Cape Jumpsuit,59.9,missing,jumpsuits,Cass Batwing Cape Jumpsuit,Love Bonito
201,Zella Ribbed Panel Knit Top,41.9,missing,tops,Stay cosy. Ribbed knit fabric. Sits close to the body. ,Love Bonito
202,Heizie Off-shoulder Balloon Sleeve Jumpsuit,53.9,missing,jumpsuits,Heizie Off-shoulder Balloon Sleeve Jumpsuit,Love Bonito
203,Lani Broderie Anglaise Puff Sleeve Top,36.9,missing,tops,"A simple crop top at first glance, but comes with intricate broderie anglaise on the bodice and sheer, dobby dot textured puff sleeves with a scalloped neckline. Pair this with denims for a breezy, casual look. Elasticized detail at cuff and bottom.",Love Bonito
204,Kylie Ruffle Hem Wrap Dress,51.9,missing,dress,That's a wrap. Floral print. Tie side. ,Love Bonito
205,Roux Pocket Front High Waist Pants,46.9,missing,bottoms,Leg-lengthening magic. Utility pocket details. Ultra high waisted. Wide leg. ,Love Bonito
206,Pia Ruched Sleeve Blazer,51.9,missing,outerwear,"Suit up, ladies. Breathable linen. Notched lapels. Ruched sleeves. ",Love Bonito
207,Melinda Pocket Front Jumpsuit,53.9,missing,jumpsuits,Work-to-weekend vibes. Flattering square neckline. Cinched waist. ,Love Bonito
208,Oakley Lace Trim Camisole Top,33.9,missing,tops,Add a touch of sophistication. V-neckline. Lace trim. ,Love Bonito
209,Kania Printed Button Front Romper,43.9,missing,jumpsuit,Kania Printed Button Front Romper,Love Bonito
210,Maryse Tie Front Shirt Dress,51.9,missing,dress,Can't go wrong with a classic. Matching sash tie. Button down. ,Love Bonito
211,Dorothea Ruffle Sleeve Top,36.9,missing,tops,Just a little peekaboo. Cut-out detail. Flattering Square neckline. ,Love Bonito
212,Nyla Striped High Waist Pants,46.9,missing,bottoms,Nyla Striped High Waist Pants,Love Bonito
213,Irelyn Pinstripe Flare Hem Top,33.9,missing,tops,"Pinstripes in candy cane colours will never get old. Comes with gorgeous bust detailing and a slight flare on the hem for a feminine, flattering look. Concealed back zip closure",Love Bonito
214,Raella Ruched Asymmetrical Button Skorts,39.9,missing,shorts,Raella Ruched Asymmetrical Button Skorts,Love Bonito
215,Keia Knotted Flutter Sleeve Crop Top,46.9,missing,tops,"Crafted in a flattering cape silhouette, this highly versatile crop top is suitable for girls of all styles. Choose to wear yours with pants or skirts according to your personal preference.",Love Bonito
216,Hazel V-neck Crop Top,21.9,missing,tops,Designed with a fit and flare silhouette that sits perfectly with any high-waisted bottom.,Love Bonito
217,Altaire Printed Dress,53.9,missing,dress,You're a work of art. Brush stroke print. Cinched waist. Flattering square neckline.,Love Bonito
218,Nathalia Plaid A-line Mini Skirt,43.9,missing,skirts,Parisian chic. Timeless plaid print. Button down. Classic A-line silhouette.,Love Bonito
219,Mana Wide Leg Pants in Honeysuckle Tea,49.9,missing,bottoms,<b>Specially designed in-house print.</b> Comes in a pair for a matchy-matchy look. Hand-sketched floral motifs. Lightweight fabric. High waisted flare. Legs for days.,Love Bonito
220,Iris Straight Leg Culottes,43.9,missing,bottoms,<ul><li>Comes in a set for a monochrome look</li><li>Straight leg</li><li>Cropped length</li></ul>,Love Bonito
221,Morliyana Puff Sleeve Jacquard Dress,49.9,missing,dress,"This dress will make all your romantic dreams come true. Pure ivory meets soft, puffy sleves in a luxe, jacquard fabric and form-fitting a-line silhouette. We'll be wearing this with heels on date night, and ballerina flats on a girls night out. Concealed back zip closure with hook. Elasticized detail at cuff.",Love Bonito
222,Celine Relaxed Fit T-shirt Dress,26.9,missing,dress,Celine Relaxed Fit T-shirt Dress,Love Bonito
223,Zaria Short Sleeve T-shirt,23.9,missing,tops,"Pairs with just about everything. Light, breathable cotton fabric. Relaxed fit.",Love Bonito
224,Ryle Ruched Mesh Top,46.9,missing,tops,"Featuring intricate ruched detail and subtle mesh panellings, this is your go-to top for a romantic occasion. Style it with an effortless midi skirt for an elegant night look.",Love Bonito
225,Abrielle Pleated Tie Front Dress,46.9,missing,dress,Desk to dinner hero. Intricate pleats. Tie front. ,Love Bonito
226,Mijora Skinny Jeans,46.9,missing,jeans,Mijora Skinny Jeans,Love Bonito
227,Carlina Strappy Foldover Romper,43.9,missing,jumpsuit,"A classic figure-flattering wrap silhouette on a romper. Features a foldover skirt and strappy, crossover details on the back. Concealed back zip closure",Love Bonito
228,Coraline Collared Contrast Dress,43.9,missing,dress,Updated workwear classic. Contrast details. High neckline.,Love Bonito
229,Pomona Ribbon Tie Camisole Dress,33.9,missing,dress,For your daytime thing. V-neckline. Ribbon tie detail.,Love Bonito
230,Geovana Collared Jumpsuit,56.9,missing,jumpsuits,Done in one. Collar detail. Cinched waist. ,Love Bonito
231,Jylila Belted Pocket Midi Jumpsuit,49.9,missing,jumpsuits,Jylila Belted Pocket Midi Jumpsuit,Love Bonito
232,Erika Shell Crop Top,19.9,missing,tops,Erika Shell Crop Top,Love Bonito
233,Alayna Crossover A-line Dress,43.9,missing,dress,It's all in the details. Lapel detail. Classic A-line silhouette.,Love Bonito
234,Caoimhe Ruched T-shirt Dress,49.9,missing,dress,On heavy rotation. Grows with your bump. Sits close to the body. ,Love Bonito
235,Jacintha Denim Dungaree Shorts,53.9,missing,shorts,Jacintha Denim Dungaree Shorts,Love Bonito
236,Amori Striped Elastic Waist Shorts,33.9,missing,shorts,Amori Striped Elastic Waist Shorts,Love Bonito
237,Evany Longline Coat Dress,69.9,missing,dress,A contemporary style crafted to ease every dressing situation. Ideal for those looking to layer everyday looks. Simply pair it with a tailor cropped trousers for that chic yet fashion-forward look.,Love Bonito
238,Tegiana Pleat Dart Top,33.9,missing,tops,Tegiana Pleat Dart Top,Love Bonito
239,Briane Layered Bustier Shirt,39.9,missing,tops,"A knockout workday shirt to knock all your other shirt out of the water, featuring a bustier in a smart pinstripe print designed with a cleverly integrated cap-sleeved shirt.",Love Bonito
240,Emelle Relaxed V-Neck T-shirt Top,26.9,missing,tops,"A lightweight, relaxed fit V-neck top that pairs perfectly with denims, miniskirts, culottes, skorts or just about anything, it's our favourite grab-and-go top for summer.",Love Bonito
241,Xander Puff Sleeve Romper,46.9,missing,jumpsuit,Xander Puff Sleeve Romper,Love Bonito
242,Gareth Tailored Pants,43.9,missing,bottoms,The one true pair. Fits like a glove. Subtle flare towards the hem.  Hidden front zip closure with Hook and bar fastening. Worn at regular waist.,Love Bonito
243,Zahra A-line Dress in Electric Dream,46.9,missing,dress,<p>Bold & beautiful. Abstract geometric motifs. Classic A-line silhouette. ,Love Bonito
244,Frisq Ruffle Hem Dobby Dot Maxi Dress,59.9,missing,dress,Frisq Ruffle Hem Dobby Dot Maxi Dress,Love Bonito
245,Emile Printed Ruffle Off-Shoulder Dress,46.9,missing,dress,Love at first sight. Cascading ruffle detail. V-neckline.,Love Bonito
246,Vega Puff Sleeve Top,36.9,missing,tops,Pairs with just about everything. Sheer panel. Three-quarter sleeves. ,Love Bonito
247,Odessa Tuxedo Romper,49.9,missing,jumpsuit,Odessa Tuxedo Romper,Love Bonito
248,Jergen Flutter Sleeve Crop Top,33.9,missing,tops,"A Victorian-inspired blouse with romantic flutter sleeves and a defined waist, with a square neck that flatters the collarbones. The slightly cropped length sits beautifully over any high-waisted bottom. Functional front buttons placket",Love Bonito
249,Reyna Bodycon Midi Dress,46.9,missing,dress,Why complicate things? Halter neckline. Slit hem. ,Love Bonito
250,Maren Tie Back Crop Top,36.9,missing,tops,"Every girl needs a cute tie-back crop. We’ve updated it in a bold, allover print that’s sure to catch attention. Includes a concealed button-down front. Functional front buttons placket and non detachable sash at waist area",Love Bonito
251,Livia Drape Midi Pencil Skirt in Tuscany Check,46.9,missing,skirts,<b>Specially designed in-house print.</b> Updated workwear classic. Drape detail. Minimalist checkered print. ,Love Bonito
252,Jeki Mock Neck Layered Colour block Jumpsuit,53.9,missing,jumpsuits,Jeki Mock Neck Layered Colour block Jumpsuit,Love Bonito
253,Tenoriee Denim Skorts,41.9,missing,shorts,Tenoriee Denim Skorts,Love Bonito
254,Harper Flare Hem Romper in Buttercup Bloom,49.9,missing,jumpsuit,<b>Specially designed in-house print.</b> In full bloom. Hand-drawn floral print. V-neckline. ,Love Bonito
255,Kasebier Corset Detail Shorts,36.9,missing,shorts,Kasebier Corset Detail Shorts,Love Bonito
256,Ariadne Asymmetrical Hem Midi Skirt,43.9,missing,skirts,In full bloom. Floral petal motifs. Slit hem. ,Love Bonito
257,Darlene Ruffle Hem Tier Midi Dress,59.9,missing,dress,Take a twirl. Tiered ruffles. V-neckline. Cinched waist. ,Love Bonito
258,Carter Foldover Sash Romper in Flora Reverie,69.9,missing,jumpsuit,<p><strong>Studio Collection</strong>,Love Bonito
259,Kiko Polka Print Wrap Crop Top,33.9,missing,tops,Kiko Polka Print Wrap Crop Top,Love Bonito
260,Queena Double Breasted Blazer,59.9,missing,outerwear,"Suit up, ladies. Notch lapels. Double breasted.",Love Bonito
261,Meredith Ribbed Knit Tank Dress,23.9,missing,dress,"Weekend chilling just got easier: pair our ribbed tank dress with a denim jacket and tennis sneakers for a laidback, but still effortlessly chic and brunch-ready look.",Love Bonito
262,Andie Mock Neck Knit Top,33.9,missing,tops,"Pairs with just about everything. Soft, ribbed knit. Sit close to the body. ",Love Bonito
263,Jordyn Cropped Peg Leg Pants,46.9,missing,bottoms,Bold & beautiful. Breathable linen fabric. Peg leg silhouette. ,Love Bonito
264,Naniga Jumpsuit,56.9,missing,jumpsuits,Naniga Jumpsuit,Love Bonito
265,Winslet Crossover Pencil Dress,46.9,missing,dress,Sleek & classy. Foldover detail. Flattering square neckline. Cinched waist. ,Love Bonito
266,Fabrice Belted High Waist Pants,56.9,missing,bottoms,Fabrice Belted High Waist Pants,Love Bonito
267,Jodie Flutter Sleeve Blouse,43.9,missing,tops,Bold & beautiful. Polka dotted. Flutter sleeve. Sash tie. Nursing-friendly. ,Love Bonito
268,Amia Curved Hem Top in Pastel Quartz,39.9,missing,tops,<ul><li>You're a gem</li><li>Curved hem</li><li>Puff sleeve</li><li><b>Specially designed In-house print</b></li><li>Material has no stretch</li><li>Concealed back button fastening with keyhole opening</li><li>Elasticised detail at cuff</li><li>Lined; Polyester</li><li>Made of polyester</li></ul>,Love Bonito
269,Ayana Sash Wrap Blouse,39.9,missing,tops,"An ultra feminine alternative to traditional work shirts. A wrap front with a V-neckline creates an instantly slimming effect, while a cropped length finished with a self-tie sash elongates the silhouette.",Love Bonito
270,Soneva Printed Skorts,39.9,missing,shorts,Soneva Printed Skorts,Love Bonito
271,Charmian Pleated Shell Top,39.9,missing,tops,For your day-time thing. Micro pleats. Contrast fabric. V-neckline.,Love Bonito
272,Vedinia Funnel Neck Knit Top,36.9,missing,tops,Vedinia Funnel Neck Knit Top,Love Bonito
273,Esther Puff Sleeve Jacquard Top,39.9,missing,tops,Because you deserve the best. Luxurious jacquard. Puff sleeve. ,Love Bonito
274,Azel Halter Neck Jumpsuit,51.9,missing,jumpsuits,Azel Halter Neck Jumpsuit,Love Bonito
275,Midori Peplum Midi Jumpsuit,49.9,missing,jumpsuits,Done in one. Gingham print. Asymmetrical peplum hem. Cinched waist. ,Love Bonito
276,Aimee Sash Romper,49.9,missing,jumpsuit,Aimee Sash Romper,Love Bonito
277,Ginevra Slit Hem Pencil Skirt,43.9,missing,skirts,Sleek & chic. Foldover detail. Classic pencil skirt silhouette. ,Love Bonito
278,Bamasse Button Blouse,41.9,missing,tops,Basics don't usually come this feminine. This is a top that's crafted to delicately shape your figure while looking effortless.,Love Bonito
279,Livienne High Waist Sash Pants,53.9,missing,bottoms,Livienne High Waist Sash Pants,Love Bonito
280,Queena Peg Leg Pants,46.9,missing,bottoms,Don't forget the matching blazer. Flattering peg leg silhouette. ,Love Bonito
281,Nalani Crossover Midi Dress,49.9,missing,dress,Your eight till late fix. Cross front. Buckle detail.,Love Bonito
282,Ayda Denim Lettuce Hem Crop Top,33.9,missing,tops,"Weekend outfit, check. Sweetheart neckline. Lettuce hem detail. Cropped length. Concealed side zip closure. Non detachable sash at waist area",Love Bonito
283,Elliana Dobby Dot Jumpsuit,59.9,missing,jumpsuits,Flair for the dramatic. Cinched waist. Wide leg. ,Love Bonito
284,Hadlee Printed Sash Tie Maxi Dress,56.9,missing,dress,Feelin' fancy? Polkadot print. Halter neckline. Cinched waist. Diamond keyhole. ,Love Bonito
285,Tricia Relaxed Fit T-shirt,19.9,missing,tops,Tricia Relaxed Fit T-shirt,Love Bonito
286,Cadence Ruffle Hem Balloon Sleeve Top,39.9,missing,tops,It's all in the details. Stripe print. Ruffle hem. Ribbon tie. ,Love Bonito
287,Shiori Flutter Sleeve Top,36.9,missing,tops,Shiori Flutter Sleeve Top,Love Bonito
288,Chelsey Midi Dress in Artful Bloom,46.9,missing,dress,<b>Specially designed in-house print.</b> Sleek & classy. Bold brushstroke motifs. Contrast fabric. ,Love Bonito
289,Veryn Mandarin Collar Shift Dress,53.9,missing,dress,"A modern take on a classic bridesmaids dress, with a timeless shift dress silhouette and complete with a mandarin collar. Concealed back zip closure with hook",Love Bonito
290,Suri Cascade Pencil Dress,51.9,missing,dress,<ul><li>Updated workwear classic</li><li>Cascade detail</li><li>Sits close to the body</li><li>,Love Bonito
291,Arella Printed Halter Neck Dress,49.9,missing,dress,Some days call for a little extra. Abstract print. Tie back detail. Halter neckline.,Love Bonito
292,Venetia Printed Maxi Shirt Dress,56.9,missing,dress,Bold & beautiful. On-trend snake print. Button down. ,Love Bonito
293,Suki Denim Buckle Dress,46.9,missing,dress,"Weekend outfit, check. Buckle detail. Sits close to the body. Classic A-line silhouette.",Love Bonito
294,Stremon Button Down Playsuit,49.9,missing,jumpsuit,Stremon Button Down Playsuit,Love Bonito
295,Ursina Polka-dot Midi Dress,41.9,missing,dress,Summer day staple. Polka dot print. Sash tie.,Love Bonito
296,Sabine Boatneck Dress,29.9,missing,dress,Sabine Boatneck Dress,Love Bonito
297,Arlo Ruffle Hem Denim Skirt,36.9,missing,skirts,"Summer day staple. Asymmetrical, ruffle hem. Classic A-line silhouette. ",Love Bonito
298,Stella Lace Yoke Top,36.9,missing,tops,Lace over skin is just beautiful. This top captures that sophistication and is best worn with a satin midi skirt for a romantic vibe.,Love Bonito
299,Miah Tie Back Midi Dress,46.9,missing,dress,For that beach getaway. Button down. Tie back. Classic A-line silhouette.,Love Bonito
300,Bedelia Satin Kaftan Dress,56.9,missing,dress,For the modern minimalist. Satin finish. V-neckline.,Love Bonito
301,Emberlyn Belted Flare Hem Dress,46.9,missing,dress,Desk to dinner hero. Hexagonal buckle. V-neckline. ,Love Bonito
302,Mobius Button Up Jumpsuit,46.9,missing,jumpsuits,Mobius Button Up Jumpsuit,Love Bonito
303,Yvonne Knit V-Neck Crop Tee,16.9,missing,tops,Yvonne Knit V-Neck Crop Tee,Love Bonito
304,Nafilia Dobby Dot Blouse,39.9,missing,tops,Love at first sight. Dobby dot fabric. Puff sleeve. Ruffle hem. ,Love Bonito
305,Mealia Open Front Knit Cardigan,53.9,missing,outerwear,Mealia Open Front Knit Cardigan,Love Bonito
306,Qyle Twist Knot Peplum Stripe Midi Dress,76.9,missing,dress,Qyle Twist Knot Peplum Stripe Midi Dress,Love Bonito
307,Jilnet Midi Jumpsuit,46.9,missing,jumpsuits,"The jumpsuit is proving to be a core fashion item of every fashionista. You simply can't deny its versatility, wearability and ability to stay on trend. Own this piece for wearing on the weekend with sneakers, styled with heels and statement jewellery for a party or with a high neck top and mules as a corporate option. Concealed back zip closure",Love Bonito
308,Lovell Bow Cuff Blouse,36.9,missing,tops,Lovell Bow Cuff Blouse,Love Bonito
309,Marion Asymmetrical Balloon Sleeve Top,59.9,missing,tops,Flair for the dramatic. Tie side. Boning at the bodice for that perfect shape.,Love Bonito
