,title,price,brand,description,colour,category
284,urki top,34.00,Runway Bandits,the,midnight blue,tops
285,riard dress,44.00,Runway Bandits,the,navy,dress
286,urki top,34.00,Runway Bandits,the,black,tops
287,riard dress,44.00,Runway Bandits,the,rust,dress
288,hani jeans,34.00,Runway Bandits,"high-waisted straight-cut jeans with a wide hem stitch.
straight cut 
concealed zip
functional side pockets
wide hem stitch
unlined
cotton blend
note: measurements differ for each colour.",darkwash,bottoms
289,presley shorts,32.00,Runway Bandits,high-waisted denim shorts with distressed and ripped details.,midwash,shorts
290,elores cami,28.00,Runway Bandits,camisole with abstract prints and a cross-back detail.,black,tops
291,bolson blouse,30.00,Runway Bandits,relaxed fit button-down blouse with subtle shoulder gather details.,mist blue,tops
292,hani jeans,34.00,Runway Bandits,"high-waisted straight-cut jeans with a wide hem stitch.
straight cut 
concealed zip
functional side pockets
wide hem stitch
unlined
cotton blend
note: measurements differ for each colour.",midwash,bottoms
293,libby dress,45.00,Runway Bandits,the,blush,dress
294,synd cardigan,34.00,Runway Bandits,"ribbed knit cardigan with puff sleeves.
v neck
drop shoulder
button down
ribbed cuffs and hem
polyester blend",black,outerwear
295,kilda dress,34.00,Runway Bandits,"fit-and-flare polka dot dress with a drawstring front.
v neck
frill sleeves
drawstring front
partially elasticated waist
unlined
polyester blend",black,dress
296,suen tee,26.00,Runway Bandits,"basic round neck tee.
round neck
regular fit
unlined
cotton blend",grey,tops
297,synd cardigan,34.00,Runway Bandits,"ribbed knit cardigan with puff sleeves.
v neck
drop shoulder
button down
ribbed cuffs and hem
polyester blend",casper blue,outerwear
298,ire jeans,34.00,Runway Bandits,"high-waisted skinny jeans.
high waist
skinny fit
functional side pockets
unlined
cotton blend",darkwash,bottoms
299,kilda dress,34.00,Runway Bandits,"fit-and-flare polka dot dress with a drawstring front.
v neck
frill sleeves
drawstring front
partially elasticated waist
unlined
polyester blend",scarlet,dress
300,suen tee,26.00,Runway Bandits,"basic round neck tee.
round neck
regular fit
unlined
cotton blend",white,tops
301,porrso shorts,32.00,Runway Bandits,high-waisted denim shorts with distressed details and a frayed hem.,midwash,shorts
302,suen tee,26.00,Runway Bandits,"basic round neck tee.
round neck
regular fit
unlined
cotton blend",black,tops
303,uziah tee,30.00,Runway Bandits,it should be common knowledge by now that everybody needs a basic tee in their arsenal and the,sand,tops
304,doxa dress,40.00,Runway Bandits,"when you think shirtdress, we’d bet our bottom dollar that your mind immediately thinks of a longline button-down shirt with sharp pointed lapels but the",olive,dress
305,uziah tee,30.00,Runway Bandits,it should be common knowledge by now that everybody needs a basic tee in their arsenal and the,white,tops
306,yvet top,34.00,Runway Bandits,"crafted from a naturally crumpled cotton-blend fabric that necessitates minimal steaming, the",dark sea green,tops
307,doxa dress,40.00,Runway Bandits,"when you think shirtdress, we’d bet our bottom dollar that your mind immediately thinks of a longline button-down shirt with sharp pointed lapels but the",black,dress
308,yvet top,34.00,Runway Bandits,"crafted from a naturally crumpled cotton-blend fabric that necessitates minimal steaming, the",navy,tops
309,uziah tee,30.00,Runway Bandits,it should be common knowledge by now that everybody needs a basic tee in their arsenal and the,shale green,tops
310,yvet top,34.00,Runway Bandits,"crafted from a naturally crumpled cotton-blend fabric that necessitates minimal steaming, the",spiced coral,tops
311,doxa dress,40.00,Runway Bandits,"when you think shirtdress, we’d bet our bottom dollar that your mind immediately thinks of a longline button-down shirt with sharp pointed lapels but the",navy,dress
312,yvet top,34.00,Runway Bandits,"crafted from a naturally crumpled cotton-blend fabric that necessitates minimal steaming, the",white,tops
313,uziah tee,30.00,Runway Bandits,it should be common knowledge by now that everybody needs a basic tee in their arsenal and the,black,tops
314,tulsi culottes,39.00,Runway Bandits,"is a pair of wide-legged culottes that sits high on your waist while giving your form some shape. tailored from wrinkle-resistant polyester blend, this uber sleek piece not only holds the a-line silhouette perfectly, but also ensures that your outfit looks office-appropriate no matter what. highlights include a concealed back zip and two pressed vertical pleats that give it some dimension. go for that girl boss look with a crisp white button-down.",black,bottoms
315,tulsi culottes,39.00,Runway Bandits,"is a pair of wide-legged culottes that sits high on your waist while giving your form some shape. tailored from wrinkle-resistant polyester blend, this uber sleek piece not only holds the a-line silhouette perfectly, but also ensures that your outfit looks office-appropriate no matter what. highlights include a concealed back zip and two pressed vertical pleats that give it some dimension. go for that girl boss look with a crisp white button-down.",oatmeal,bottoms
316,cybil culottes,40.00,Runway Bandits,"sitting high on your waist, the",black,bottoms
317,luka blouse,34.00,Runway Bandits,linen blend short-sleeved blouse with a single breast pocket.,cream,tops
318,haike skirt,32.00,Runway Bandits,high-waisted a-line skirt with a side flap and inner shorts lining.,rust,skirts
319,rexs shorts,32.00,Runway Bandits,high-waisted cuffed shorts with rose gold hardware.,white,shorts
320,luka blouse,34.00,Runway Bandits,linen blend short-sleeved blouse with a single breast pocket.,white,tops
321,haike skirt,32.00,Runway Bandits,high-waisted a-line skirt with a side flap and inner shorts lining.,white,skirts
322,rexs shorts,32.00,Runway Bandits,high-waisted cuffed shorts with matte gold hardware.,lightwash,shorts
323,haike skirt,32.00,Runway Bandits,high-waisted a-line skirt with a side flap and inner shorts lining.,black,skirts
324,xamre dress,40.00,Runway Bandits,"featuring a beautifully subtle inverted pleats hem, the",merlot,dress
325,uri skorts,36.00,Runway Bandits,"a smart-casual piece with the look of a skirt and the comfort of shorts, the",olive,shorts
326,xamre dress,40.00,Runway Bandits,"featuring a beautifully subtle inverted pleats hem, the",black,dress
327,dabelle top,32.00,Runway Bandits,pleats are a surefire way to add a touch of femininity to any piece and don’t we know it. the,navy,tops
328,uri skorts,36.00,Runway Bandits,"a smart-casual piece with the look of a skirt and the comfort of shorts, the",white,shorts
329,xamre dress,40.00,Runway Bandits,"featuring a beautifully subtle inverted pleats hem, the",burnt orange,dress
330,dabelle top,32.00,Runway Bandits,pleats are a surefire way to add a touch of femininity to any piece and don’t we know it. the,black,tops
331,uri skorts,36.00,Runway Bandits,"a smart-casual piece with the look of a skirt and the comfort of shorts, the",navy,shorts
332,xamre dress,40.00,Runway Bandits,"featuring a beautifully subtle inverted pleats hem, the",basil,dress
333,uri skorts,36.00,Runway Bandits,"a smart-casual piece with the look of a skirt and the comfort of shorts, the",merlot,shorts
334,xamre dress,40.00,Runway Bandits,"featuring a beautifully subtle inverted pleats hem, the",navy,dress
335,dabelle top,32.00,Runway Bandits,pleats are a surefire way to add a touch of femininity to any piece and don’t we know it. the,merlot,tops
336,uri skorts,36.00,Runway Bandits,"a smart-casual piece with the look of a skirt and the comfort of shorts, the",black,shorts
337,urbin shirtdress,42.00,Runway Bandits,"cut in a longline shift style, the",black,dress
338,urbin shirtdress,42.00,Runway Bandits,"cut in a longline shift style, the",navy,dress
339,brella dress,36.00,Runway Bandits,"gingham maxi dress with an elasticated waist and a self-tie sash.
v neck
half button placket
bubble sleeves
elasticated waist
comes with sash
unlined
polyester blend",light olive gingham,dress
340,nix tank,26.00,Runway Bandits,u-neck tank cut from crochet.,black,tops
341,godre skirt,32.00,Runway Bandits,high-waisted a-line skirt with an extended waistband and a frayed hem.,cream,skirts
342,susson blouse,32.00,Runway Bandits,drop shoulder square neckline blouse embellished with buttons on the side.,white,tops
343,yumeira jeans,34.00,Runway Bandits,high-waisted cuffed straight cut jeans.,midwash,bottoms
344,nix tank,26.00,Runway Bandits,u-neck tank cut from crochet.,white,tops
345,brella dress,36.00,Runway Bandits,"gingham maxi dress with an elasticated waist and a self-tie sash.
v neck
half button placket
bubble sleeves
elasticated waist
comes with sash
unlined
polyester blend",cream gingham,dress
346,godre skirt,32.00,Runway Bandits,high-waisted a-line skirt with an extended waistband and a frayed hem.,white,skirts
347,yoanne tank,28.00,Runway Bandits,the,winter pear,tops
348,mariko dress,39.00,Runway Bandits,"basic, clean, and extremely fuss-free. what is there not to love about the",shuttle grey,dress
349,cybil culottes,40.00,Runway Bandits,"sitting high on your waist, the",maroon,bottoms
350,yoanne tank,28.00,Runway Bandits,the,white/navy,tops
351,najar trousers,40.00,Runway Bandits,"good for both the office and for formal occasions alike, the",sage,bottoms
352,yoanne tank,28.00,Runway Bandits,the,duck egg blue,tops
353,mariko dress,39.00,Runway Bandits,"basic, clean, and extremely fuss-free. what is there not to love about the",black,dress
354,yoanne tank,28.00,Runway Bandits,the,grey,tops
355,najar trousers,40.00,Runway Bandits,"good for both the office and for formal occasions alike, the",navy,bottoms
356,yoanne tank,28.00,Runway Bandits,the,white/black,tops
357,mariko dress,39.00,Runway Bandits,"basic, clean, and extremely fuss-free. what is there not to love about the",shale green,dress
358,yoanne tank,28.00,Runway Bandits,the,navy,tops
359,najar trousers,40.00,Runway Bandits,"good for both the office and for formal occasions alike, the",black,bottoms
360,yoanne tank,28.00,Runway Bandits,the,black,tops
361,donella jeans,34.00,Runway Bandits,mid-waisted tapered fit jeans with frayed hem.,midwash,bottoms
362,donella jeans,34.00,Runway Bandits,mid-waisted tapered fit jeans with frayed hem.,darkwash,bottoms
363,ornez jeans,34.00,Runway Bandits,tapered high-waisted denim jeans.,lightwash,bottoms
364,ozae dress,39.00,Runway Bandits,"a dress with a linen-like look and feel but without the wrinkle prone quality, the",black,dress
365,zelda pants,40.00,Runway Bandits,the,midnight blue,bottoms
366,qornet pants,40.00,Runway Bandits,the,olive,bottoms
367,qornet pants,40.00,Runway Bandits,the,pigeon blue,bottoms
368,qornet pants,40.00,Runway Bandits,the,black,bottoms
369,qornet pants,40.00,Runway Bandits,the,maroon,bottoms
370,ulsa blouse,32.00,Runway Bandits,cropped blouse with a self-tie detail and puff sleeves.,yellow,tops
371,krieg skirt,32.00,Runway Bandits,high-waisted skirt with an a-line silhouette and shorts lining.,cream,skirts
372,lykke blouse,30.00,Runway Bandits,lace printed square-neck blouse.,white,tops
373,krieg skirt,32.00,Runway Bandits,high-waisted skirt with an a-line silhouette and shorts lining.,wheat,skirts
374,krieg skirt,32.00,Runway Bandits,high-waisted skirt with an a-line silhouette and shorts lining.,black,skirts
375,jaemi blouse,30.00,Runway Bandits,half placket blouse with a mini collar detail and cuffed sleeves.,white,tops
376,dolretta dress,43.00,Runway Bandits,"a classic number that never fails, the",fjord blue,dress
377,yukio dress,42.00,Runway Bandits,the,black,dress
378,thandie top,30.00,Runway Bandits,is a round neckline top that is simple in design save for the white mesh underlay that extends slightly beyond the hem of the top layer. its a-line and slightly cropped silhouette make for a great piece to style with any slim cut high-waisted bottoms you have and the keyhole button detail located at the nape of the neck adds a fun little element to the piece too. add on to the colour blocking theme by wearing with any coloured bottoms you own.,mallard blue,tops
379,dolretta dress,43.00,Runway Bandits,"a classic number that never fails, the",navy,dress
380,yukio dress,42.00,Runway Bandits,the,sangria,dress
381,thandie top,30.00,Runway Bandits,is a round neckline top that is simple in design save for the white mesh underlay that extends slightly beyond the hem of the top layer. its a-line and slightly cropped silhouette make for a great piece to style with any slim cut high-waisted bottoms you have and the keyhole button detail located at the nape of the neck adds a fun little element to the piece too. add on to the colour blocking theme by wearing with any coloured bottoms you own.,white,tops
