,name,price,colour,description,about_me,brand,category
6356,Maya Petite Bridesmaid delicate sequin top co ord in wine,111.16,Wine,Part of a co-ord set Skirt sold separately Partially lined All-over sequin embellishment Round neck Cap sleeves Keyhole back Zip-back fastening Regular fit Just select your usual size,"           Sequin-embellished woven fabric It's high-shine season  Fabric: 100% Polyester, Lining: 100% Polyester.",Maya,tops
6357,Monki v-neck frill blouse in mustard,46.32,Yellow,For your daytime thing V-neck Ruffle trims Long sleeves Regular fit Just select your usual size,           Lightweight viscose Soft and drapey Main: 100% Viscose.,Monki,tops
6358,Club L London Petite bandeau frill top in black,46.32,Black,Worth making plans for     Bandeau neck    Asymmetric frill trim     Gathered design    Regular fit    Just select your usual size,"           Slinky, stretchy fabric Super-smooth feel Clings to the body Fabric: 95% Polyester, 5% Elastane.",Club L,tops
6359,Boohoo Petite high neck blouse with flare sleeve in white leopard print,33.35,Leopard,For that thing you have to go to    Leopard print    High neck    Long sleeves    Button-keyhole back     Regular fit    Just select your usual size,           Smooth woven fabric  The kind that doesn't stretch  Main: 100% Polyester.,boohoo,tops
6360,ASOS DESIGN Petite turtle neck long sleeve top in stripe,25.94,Black/white,Worth making plans for Striped design Turtle neck Long sleeves Regular fit Just select your usual size,"           Soft jersey The kind that stretches  Main: 81% Polyester, 12% Cotton, 7% Elastane.",ASOS DESIGN,tops
6361,Ivyrevel mesh long sleeve top in orange tie dye,44.46,Orange tie dye,It's already got your attention High neck Long sleeves All-over tie-dye design Regular fit Just select your usual size,           Fine mesh The kind that stretches  Fabric: 100% Polyester.,Ivyrevel,tops
6362,Vila satin high neck blouse with open back in pink,70.4,Pink champagne blk,Add-to-bag potential: considerable High neck Cut-out detail Long sleeves Fitted cuffs Button-keyhole back Tie fastening Regular fit Just select your usual size,           Satin-style fabric Silky and super smooth Body: 100% Polyester.,Vila,tops
6363,River Island khaftan in white tie dye,70.4,White print,Goes great with your holiday     Kimono sleeves Open front Sequin embellishment Tassel trims Relaxed fit For a slouchy silhouette,"           Lightweight, semi-sheer fabric For those see-through vibes  Main: 100% Polyester.",River Island,tops
6364,ASOS 4505 icon run vest,22.23,Black,"Activewear, but make it fashion Round neck Branded detail Racer back Regular fit Just select your usual size","           Smooth fabric The kind that stretches  Main: 100% Polyester, Mesh: 90% Polyester, 10% Elastane.",ASOS 4505,tops
6365,Levi's X Star Wars Chewbacca hoodie,120.43,White,Collaboration with Star Wars Drawstring hood    Raglan sleeves Over-the-head style Printed design    Pouch pocket    Fitted trims Regular fit True to size,           Soft sweatshirt fabric Style and comfort – it's a lifestyle Main: 100% Cotton.,Levi's,tops
6366,In The Style x Fashion Influx Plus one shoulder asymmetric bodysuit in green floral,51.86,Multi,Collaboration with Fashion Influx    Asymmetric neck One shoulder design Floral print     Single cami strap Thong cut     Regular fit Just select your usual size,"           Satin-style fabric Silky and super smooth  Fabric: 100% Polyester, Fabric 1: 90% Polyester, 10% Elastane.",In The Style Fashion Influx Plus,tops
6367,Parallel Lines halter neck lace body with scallop edge in white,55.58,White,No more tucking your top back into your jeans all day long Halterneck design Plunge front T-shaped back Thong cut Press-stud fastening underneath Bodycon fit A tight cut to the body,"           Sheer, stretchy lace Opaque lining  Body: 90% Nylon, 10% Elastane.",Parallel Lines,tops
6368,ASOS DESIGN Petite ultimate organic cotton t-shirt with crew neck in black,11.12,Black,"Part of our responsible edit Crew neck    Short sleeves Plain design     Regular fit No surprises, just a classic cut","           Soft jersey Made from organic cotton Grown with less water and no pesticides It's a win-win, improving the environment for both wildlife and cotton farmers Main: 100% Organic Cotton.",ASOS DESIGN,tops
6369,Verona long sleeve top with maxi asymmetric hem,74.11,Royal blue,For your daytime thing    Round neck    Long sleeves    Asymmetric hem Zip-back fastening Regular fit Just select your usual size Exclusive to ASOS,"           Lightly textured fabric It's got a little give  Fabric: 98% Cotton, 2% Spandex.",Verona,tops
6370,ASOS DESIGN Curve turtle neck long sleeve top in black,22.23,Black,"When the temperature goes down, stay warm up top Turtle neck Long sleeves Regular fit Just select your usual size","           Everyday T-shirt fabric Basic in the best way Main: 95% Viscose, 5% Elastane.",ASOS DESIGN,tops
6371,ASOS DESIGN long sleeve check shirt with double pocket detail and contrast buttons,51.88,Multi,Add-to-bag potential: considerable Notch collar Long sleeves    Button placket    Chest pockets Regular fit Just select your usual size,           Soft woven cotton The kind that doesn't stretch  Main: 100% Cotton.,ASOS DESIGN,tops
6372,Boohoo chiffon v neck blouse with ruffle front detail in cream,37.05,Cream,Easily dressed up or down V-neck Ruffle front Regular fit Just select your usual size,           Textured woven fabric Slightly sheer finish  Main: 100% Polyester.,boohoo,tops
6373,ASOS DESIGN sheer beaded smock top,120.43,Pink,No need for a dress to impress    Cami top lining Crew neck Bead embellishment Gathered cuffs and hem Button-keyhole back Regular fit Just select your usual size,"           Fine, lightweight mesh For those see-through vibes Main: 100% Polyester.",ASOS DESIGN,tops
6374,ASOS DESIGN spliced animal print tie front beach kimono,59.29,Spliced animal print,Which way to the beach?Spliced animal print Open front with tie Frill trims Regular fit Just select your usual size,           Slightly sheer chiffon It's light and floaty Main: 100% Polyester.,ASOS DESIGN,tops
6375,ASOS DESIGN Petite disc sequin embellished halter body with open back,64.84,Black,Not just any body Sequin embellished Halter neck Wrap front     Press-stud fastening underneath    Close-cut bodycon fit,"           Embellished fabric  The kind that stretches   Fabric 1: 90% Nylon, 10% Elastane, Fabric 2: 90% Polyester, 10% Elastane.",ASOS DESIGN Petite,tops
6376,Emory Park fitted top with collar in rib knit,59.29,Brown,For your daytime thing Ribbed finish    Spread collar V-neck Button placket    Long sleeves Regular fit Just select your usual size,"           Body: 42% Viscose, 30% Nylon, 28% Polyester.",Emory Park,tops
6377,Weekday Blaze oversized hoodie with drawstring in black,64.84,Black,Throw on and go Fixed hood    Dropped shoulders Over-the-head style Fitted trims    Oversized fit Designed to look baggy,"           Soft sweatshirt fabric Style and comfort – it's a lifestyle Main: 80% Cotton, 20% Polyester.",Weekday,tops
6378,Without You cutout high neck bodysuit in silver,46.32,Silver,Cue the party playlist Metallic finish Crocodile-skin effect High neck Cut-out detail to waist Bodycon fit A tight cut to the body,"           Smooth knit The kind that stretches  Fabric: 95% Polyester, 5% Elastane.",Without You,tops
6379,ASOS DESIGN cropped top with frill shoulder,46.32,Black,For your daytime thing    Square neck    Frill details to shoulder    Ruffle trim Cropped length Regular fit Just select your usual size,"           Lightweight woven fabric The kind that doesn't stretch  Main: 51% Polyester, 49% Nylon.",ASOS DESIGN,tops
6380,ASOS DESIGN sleeveless soft shirt with ruffle detail,46.32,Black,For those 'jeans and a nice top' days High neck Concealed button placket Sleeveless design Ruffle waterfall overlay Regular fit Just select your usual size,           Slightly sheer chiffon Fabric doesn't get much floatier than this  Main: 100% Polyester.,ASOS DESIGN,tops
6381,Reebok Crossfit crop top in burgundy,40.76,Merlot,Level up your activewear Crew neck    Printed design Cropped length    Regular fit Just select your usual size,           Go-with-everything jersey It's a soft all-rounder Body: 100% Cotton.,Reebok,tops
6382,ASOS DESIGN co-ord oversized cropped hoodie in blush,37.05,Blush,Throw on and go    Hooded neck    Dropped shoulders Raw-edge hem Oversized fit Relaxed and roomy,           Soft sweatshirt fabric Style and comfort – it's a lifestyle Main: 100% Polyester.,ASOS DESIGN,tops
6383,Pimkie button front top with knot detail in stripe,25.92,Multi,For your daytime thing Off-the-shoulder design Button placket Striped design Tie hem Regular fit Just select your usual size,"           Cotton-rich fabric It's light and breathable Main: 70% Cotton, 30% Linen.",Pimkie,tops
6384,Tommy Hilfiger Flag Core Fleece sweater in toasted almond,120.43,Toasted almond,"Your casual vibe, sorted     Crew neck Dropped shoulders Embroidered flag logo Fitted trims Relaxed fit For a slouchy silhouette","           Soft, cosy fleece Warm fabric with a fuzzy texture Fabric 1: 100% Cotton.",Tommy Hilfiger,tops
6385,ASOS DESIGN TALL sleeveless crop top with high neck in black,14.82,Black,Add-to-bag potential: considerable High neck Cropped cut Regular fit Just select your usual size,"           Everyday T-shirt fabric Basic in the best way Main: 95% Cotton, 5% Elastane.",ASOS DESIGN,tops
6386,ASOS DESIGN Curve oversized t-shirt with reflective panel,33.35,Black,Add it to your everyday line-up    Crew neck Short sleeves Reflective panel     Oversized fit Designed to look baggy,"           Pure cotton It's light and breathable Fabric 1: 100% Cotton, Fabric 2: 100% Polyester.",ASOS DESIGN,tops
6387,Emory Park sheer gingham balloon sleeve blouse,59.29,Black,Add-to-bag potential: considerable Revere collar Button placket Balloon sleeves Regular fit Just select your usual size,"           Wafer-thin organza Sheer, smooth and crisp to touch Body: 100% Polyester.",Emory Park,tops
6388,River Island lace sleeve detail top in black,40.76,Black,Add-to-bag potential: considerable    Crew neck    Lace sleeves    Regular fit Just select your usual size,           Soft cotton It's light and breathable   Body: 100% Cotton.,River Island,tops
6389,Pink Clove tie front blouse with balloon sleeve in abstract print,33.35,Abstract print,It's already got your attention     Notch collar Long sleeves    Button placket    Abstract print Tie front     Regular fit Just select your usual size,"           Soft jersey T-shirt fabric, in other words Body: 96% Polyester, 4% Elastane.",Pink Clove,tops
6390,ASOS DESIGN t-shirt in slubby jersey with v-neck in khaki,18.53,Khaki,Throw on a go V-neck Short sleeves Relaxed fit Think baggy and casual,           Everyday T-shirt fabric Basic in the best way Main: 100% Cotton.,ASOS DESIGN,tops
6391,ASOS DESIGN Jishna mesh and lace body,37.05,Black,A little something for your lingerie drawer Plunge neck    Underwire support    Adjustable straps    Cut-out back    Hook-and-eye fastening    Thong cut,"           Fine mesh and lace For those see-through vibes Mesh: 91% Polyester, 9% Elastane, Lace: 86% Polyamide, 14% Elastane.",ASOS DESIGN,tops
6392,Wild Honey Plus tea blouse with lace fastening,51.88,Ivory lace,Daytime dressing with a vintage twist V-neck Button-through front Blouson sleeves Fitted cuffs Crochet-lace trims Cropped cut Regular fit Just select your usual size,"           Lightly textured knit Lightweight design   Body: 60% Cotton, 40% Polyester, Contrast: 100% Polyester.",Wild Honey,tops
6393,Juicy Couture choose juicy slogan taped hoodie,220.47,Pitch black,Throw on and go    Drawstring hood    Zip fastening Branded taping     Regular fit Just select your usual size,"           Soft sweatshirt fabric For all-day cosiness  Body: 60% Cotton, 40% Polyester.",Juicy Couture,tops
6394,Weekday Alisa Hoodie Sweatshirt in Grey Melange,46.32,Grey melange,A great chill-out buddy    Drawstring hood    Dropped shoulders Pouch pocket Oversized fit Designed to look baggy Part of the Eco Edit,"           Soft-touch sweatshirt fabric Made with organic cotton You know, like the good stuff in the supermarket Uses fewer pesticides to grow Which means a happier and healthier planet Main: 80% Organic Cotton, 20% Polyester.",Weekday,tops
