web-scraper-order,web-scraper-start-url,link,link-href,title,brand,price,description,material,colour,category
"1573760634-16001","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","SponsoredReebokReebok Workout Ready Activchil TeeS$ 35.00International Sizes:SML","https://www.zalora.sg/reebok-reebok-workout-ready-activchil-tee-black-1262487.html/?ad_id=display_k4_83SqCdFSFpzZEXnNc03Go5FFDMEI4NkFBNERENUM1Q0dT","Reebok Workout Ready Activchil Tee","Reebok","S$ 35.00","- Best for training
- Solid tone training T-shirt with mesh inserts on back
- Breathable ACTIVCHILL fabric helps you stay cool, no matter the conditions
- Unlined
- Crew neckline
- Regular fit
- Nylon
- Model wears an S and is 177cm tall","100% Nylon","Black","Tops"
"1573755112-14788","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","SuperdryVintage Logo Polka Dot Print Entry TeeS$ 59.00UK Sizes:8","https://www.zalora.sg/superdry-vintage-logo-polka-dot-print-entry-tee-black-1124630.html","Vintage Logo Polka Dot Print Entry Tee","Superdry","S$ 59.00","- Polka dot print tee with shimmer brand graphic
- Crew neckline
- Unlined
- Regular fit
- Cotton
- Model wears a UK 8 and is 172cm tall","100% Cotton","Black Slub","Tops"
"1573757769-15390","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","SponsoredReebokReebok Workout Ready Activchil TeeS$ 35.00International Sizes:SML","https://www.zalora.sg/reebok-reebok-workout-ready-activchil-tee-black-1262487.html/?ad_id=display_iD41Aa0MeXSx6bfWyOTydMxlNp1DMEI4NkFBNERENUM1Q0dT","Reebok Workout Ready Activchil Tee","Reebok","S$ 35.00","- Best for training
- Solid tone training T-shirt with mesh inserts on back
- Breathable ACTIVCHILL fabric helps you stay cool, no matter the conditions
- Unlined
- Crew neckline
- Regular fit
- Nylon
- Model wears an S and is 177cm tall","100% Nylon","Black","Tops"
"1573750577-13619","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","60% OFFA-IN GIRLSFashion Striped Hooded SweaterS$ 225.00NOW S$ 90.00International Sizes:MLXL","https://www.zalora.sg/a-in-girls-fashion-striped-hooded-sweater-red-1236562.html","Fashion Striped Hooded Sweater","A-IN GIRLS","S$ 225.00","The Latest Korean Fashion Hot Selection 
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","53% acrylic, 28% polyester, 19% nylon","red","null"
"1573751363-13829","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","adidasadidas graphic teeS$ 35.00International Sizes:XSSML","https://www.zalora.sg/adidas-adidas-graphic-tee-black-1085585.html","adidas graphic tee","adidas","S$ 35.00","- adidas performance
- Best for training
- Short sleeved tee with graphic details
- Crew neckline
- Unlined
- Regular fit
- Cotton
- Model wears an S and is 179cm tall","100% Cotton Single Jersey","Black","Tops"
"1573757237-15272","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","Cotton OnSlim Mickey And Co Crew T-ShirtS$ 19.99Available in several sizes","https://www.zalora.sg/cotton-on-slim-mickey-and-co-crew-t-shirt-black-1268072.html","Slim Mickey And Co Crew T-Shirt","Cotton On","S$ 19.99","- Disney graphic tee
- Crew neckline
- Unlined
- Slim fit
- Slip on style
- Cotton blend
- Model wears an S and is 173cm tall","95% Cotton, 5% Elastane","Lcn Dis Mickey And Friends/black","Tops"
"1573779780-18365","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","34% OFFJack WillsDebran Ringer T-ShirtS$ 46.90NOW S$ 30.90UK Sizes:681012","https://www.zalora.sg/jack-wills-debran-ringer-t-shirt-pink-1224067.html","Debran Ringer T-Shirt","Jack Wills","S$ 46.90","- Contrast ribbed trim ringer tee
- Crew neckline
- Unlined
- Slim fit
- Cotton blend","50% Cotton, 50% Modal","Pink","Tops"
"1573752627-14164","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","30% OFFGrace & MilaRound Neckline TeeS$ 39.90NOW S$ 27.90International Sizes:SML","https://www.zalora.sg/grace-mila-round-neckline-tee-yellow-1205516.html","Round Neckline Tee","Grace & Mila","S$ 39.90","- Short sleeved tee with graphic
- Crew neckline
- Unlined
- Regular fit
- Cotton
- Model wears an S and is 174cm tall","100% Cotton","Yellow","Tops"
"1573750539-13609","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","60% OFFA-IN GIRLSFashion Black Striped Hooded SweaterS$ 199.00NOW S$ 80.00International Sizes:ML","https://www.zalora.sg/a-in-girls-fashion-black-striped-hooded-sweater-black-white-1237276.html","Fashion Black Striped Hooded Sweater","A-IN GIRLS","S$ 199.00","The Latest Korean Fashion Hot Selection 
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","57.7% cotton, 40.6% polyester fiber, 1.7% other fiber","white,black","null"
"1573754745-14703","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","33% OFFGAPLong Sleeve Arch T-ShirtS$ 47.90NOW S$ 31.90International Sizes:XXSXSSL","https://www.zalora.sg/gap-long-sleeve-arch-t-shirt-grey-1182253.html","Long Sleeve Arch T-Shirt","GAP","S$ 47.90","- Tee with contrasting brand name print
- Round neckline
- Regular fit
- Slip on style
- Cotton
- Model wears an S and is 176cm tall","100% Cotton","Light Heather Grey","Tops"
"1573778633-18243","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","67% OFFZALORANotch Detailed Top With SlitsS$ 29.90NOW S$ 10.00International Sizes:XSSXL","https://www.zalora.sg/zalora-notch-detailed-top-with-slits-navy-1014190.html","Notch Detailed Top With Slits","ZALORA","S$ 29.90","- Solid toned textured top with waist tie sash
- Keyhole neckline
- Unlined
- Regular fit
- Polyester
- Model wears an S and is 179cm tall","Polyester","Navy","Tops"
