web-scraper-order,web-scraper-start-url,link,link-href,category,title,price,description,style id,colour,material,manufacturing,detailed
"1573356667-16138","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","FC Barcelona 2019/20 Stadium Away","https://www.nike.com/sg/t/fc-barcelona-2019-20-stadium-away-football-shirt-qrDNSC/AJ5531-728","Football Shirt","FC Barcelona 2019/20 Stadium Away","$115","The FC Barcelona Stadium Away Shirt brings team pride details celebrating the club's fabled academy together with performance elements like highly breathable fabric to help you stay dry and cool.","Style: AJ5531-728","Colour Shown: Varsity Maize/Varsity Maize","Barça colours and woven crest highlight your team pride.","null","YOUR TEAM. YOUR COLOURS.
The FC Barcelona Stadium Away Shirt brings team pride details celebrating the club's fabled academy together with performance elements like highly breathable fabric to help you stay dry and cool.
BenefitsNike Breathe fabric helps you stay dry and cool.Dri-FIT Technology helps you stay dry and comfortable.Barça colours and woven crest highlight your team pride.
Product DetailsFabric: 100% recycled polyesterMachine washImportedColour Shown: Varsity Maize/Varsity MaizeStyle: AJ5531-728Country/Region of Origin: Indonesia
MADE FROM SUSTAINABLE MATERIALSThis product is made from at least 50% recycled polyester fabric. The material comes from plastic bottles that Nike has diverted from landfill since 2010—bringing Nike's total to more than 6 billion."
"1573356466-16100","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Dri-FIT","https://www.nike.com/sg/t/dri-fit-golf-polo-rtd0VF/884872-100","Women's Golf Polo","Nike Dri-FIT","$75","Crafted from soft, sweat-wicking fabric, the Nike Dri-FIT Polo lets you play round after round in complete comfort.","Style: 884872-100","Colour Shown: White/Black","3-button placket","Colour Shown: White/Black","TRAIN OR PLAY IN CLASSIC COMFORT.
Crafted from soft, sweat-wicking fabric, the Nike Dri-FIT Polo lets you play round after round in complete comfort.
BenefitsDri-FIT Technology helps you stay dry and comfortable.Longer back hem keeps you covered while you move.
Product DetailsStandard fit for a relaxed, easy feelFold-over collar3-button placketHem ventsFabric: 100% recycled polyesterMachine washImportedColour Shown: White/BlackStyle: 884872-100Country/Region of Origin: Vietnam
MADE FROM SUSTAINABLE MATERIALSThis product is made from at least 50% recycled polyester fabric. The material comes from plastic bottles that Nike has diverted from landfill since 2010—bringing Nike's total to more than 6 billion."
"1573356387-16085","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Elevate","https://www.nike.com/sg/t/elevate-running-shorts-4mhvGQ/929082-685","Women's Running Shorts","Nike Elevate","$65","The Nike Elevate Women's Running Shorts are made from lightweight, sweat-wicking fabric to help keep you cool, dry and comfortable during your run.","Style: 929082-685","Colour Shown: Rust Pink/Ashen Slate","Centre-back pocket with vapour barrier for dry storage","Colour Shown: Rust Pink/Ashen Slate","COMFORT FOR MILES
The Nike Elevate Women's Running Shorts are made from lightweight, sweat-wicking fabric to help keep you cool, dry and comfortable during your run.
BenefitsDri-FIT Technology helps keep you dry and comfortableElastic waistband provides a secure feelCentre-back pocket with vapour barrier for dry storageInterior drop-in pocket
Product DetailsFabric: Body/mesh lining: 100% polyester. Lining: 100% recycled polyester.Machine washImportedColour Shown: Rust Pink/Ashen SlateStyle: 929082-685Country/Region of Origin: Malaysia"
"1573356629-16131","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Everyday Cushioned","https://www.nike.com/sg/t/everyday-cushioned-training-crew-socks-VNb5d4/SX7664-010","Training Crew Socks (3 Pairs)","Nike Everyday Cushioned","$19","Power through your workout with the Nike Everyday Cushioned Socks. The thick terry sole gives you extra comfort for foot drills and lifts, while a ribbed arch band wraps your midfoot for a supportive feel.","Style: SX7664-010","Colour Shown: Black/White","Ribbed arch band offers a supportive feel.","null","COMFORT AND SUPPORT.
Power through your workout with the Nike Everyday Cushioned Socks. The thick terry sole gives you extra comfort for foot drills and lifts, while a ribbed arch band wraps your midfoot for a supportive feel.
BenefitsDri-FIT Technology helps keep your feet dry and comfortable.Thick terry sole provides comfort and impact absorption.Ribbed arch band offers a supportive feel.Crew silhouette covers your ankle and lower calf.
Product DetailsFabric: 69% cotton/28% polyester/2% elastane/1% nylonMachine washImportedColour Shown: Black/WhiteStyle: SX7664-010Country/Region of Origin: Pakistan,Sri Lanka"
"1573356715-16147","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Pro","https://www.nike.com/sg/t/pro-8cm-camo-shorts-5WgpqF/BV3132-723","Women's 8cm (approx.) Camo Shorts","Nike Pro","$49","The Nike Pro Shorts offer superior coverage and movement without sacrificing that all-over, locked-in feel. Their body-skimming profile make them a natural go-to for layering.","Style: BV3132-723","Colour Shown: Club Gold/White","Imported","null","A QUICK-DRYING, BODY-SKIMMING PROFILE.
The Nike Pro Shorts offer superior coverage and movement without sacrificing that all-over, locked-in feel. Their body-skimming profile make them a natural go-to for layering.
Sweat-Wicking ComfortDri-FIT Technology moves sweat from your skin for quicker evaporation, helping you stay dry and comfortable throughout your entire workout.
Secure Fit And FeelAn exposed, ultra-smooth Nike Pro elastic waistband provides a secure fit and feel.
Product DetailsFabric: Body: 83% polyester/17% elastane. Elastic: 67% nylon/22% recycled polyester/11% elastane. Gusset lining: 100% polyester.Machine washImportedColour Shown: Club Gold/WhiteStyle: BV3132-723Country/Region of Origin: Vietnam"
"1573356054-16022","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Sculpt","https://www.nike.com/sg/t/sculpt-7-8-training-tights-JjkQwx/AV9878-010","Women's 7/8 Training Tights","Nike Sculpt","$109","The high-stretch fabric of the Nike Sculpt Tights makes them ideal for your yoga, Pilates or barre workout. Their high-rise waistband enhances coverage as you bend and stretch, while graduated compression targets key muscle groups for a sculpted look.","Style: AV9878-010","Colour Shown: Black/Clear","High-rise waistband provides added coverage.","Country/Region of Origin: Sri Lanka","SCULPTED SUPPORT AND STYLE.
The high-stretch fabric of the Nike Sculpt Tights makes them ideal for your yoga, Pilates or barre workout. Their high-rise waistband enhances coverage as you bend and stretch, while graduated compression targets key muscle groups for a sculpted look.
BenefitsDri-FIT Technology helps keep you dry and comfortable.Graduated compression provides sculpting and support.High-rise waistband provides added coverage.7/8 length falls to the ankle.
Product DetailsTight fit for a body-hugging feelFabric: Body: 76–78% polyester/22–24% elastane. Gusset lining: 100% polyester.Machine washImportedNote: Material percentages may vary slightly depending on factory. Check label for actual content.Colour Shown: Black/ClearStyle: AV9878-010Country/Region of Origin: Sri Lanka"
"1573356408-16089","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Essential","https://www.nike.com/sg/t/essential-7-8-running-trousers-d8f9rd/BV2899-011","Women's 7/8 Running Trousers","Nike Essential","$89","The Nike Essential Women's 7/8 Running Trousers feature a stretchy, sweat-wicking fabric paired with an updated waistband to cover you in comfort.","Style: BV2899-011","Colour Shown: Black/Black","Dri-FIT Technology helps you stay dry and comfortable.","Country/Region of Origin: Indonesia","STRETCHY TROUSERS WITH A BREATHABLE WAISTBAND.
The Nike Essential Women's 7/8 Running Trousers feature a stretchy, sweat-wicking fabric paired with an updated waistband to cover you in comfort.
BenefitsWaistband features covered elastic around the front, with synthetic elastic stripes on the back for breathability.Zip hand pockets secure essentials. Zip covers reduce visual disruption.Dri-FIT Technology helps you stay dry and comfortable.Nike Flex fabric stretches with your body.
Product Details7/8 length falls above the ankleInternal drawcordFabric: 80% polyester/20% elastane.Machine washImportedColour Shown: Black/BlackStyle: BV2899-011Country/Region of Origin: Indonesia"
"1573356033-16018","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Dri-FIT Icon Clash","https://www.nike.com/sg/t/dri-fit-icon-clash-7-8-fleece-training-trousers-wtDSzR/CD5415-723","Women's 7/8 Fleece Training Trousers","Nike Dri-FIT Icon Clash","$89","Made from sweat-wicking fabric, the Nike Dri-FIT Icon Clash Trousers are a fleece favourite with a tapered, relaxed fit for an easy feel during your workout.","Style: CD5415-723","Colour Shown: Club Gold/White","Machine wash","null","BREATHABLE FLEECE IN A DISTRACTION-FREE FIT.
Made from sweat-wicking fabric, the Nike Dri-FIT Icon Clash Trousers are a fleece favourite with a tapered, relaxed fit for an easy feel during your workout.
Dry DesignDri-FIT Technology moves sweat from your skin for quicker evaporation to help you stay dry and comfortable.
Handy StorageSide pockets have plenty of room to keep your hands warm and your personal items close.
Secure FitThe adjustable waistband has a ribbon drawcord for a personalised fit that stays in place during intense activity.
Product DetailsStandard fit for a relaxed, easy feelFabric: 100% polyesterMachine washImportedColour Shown: Club Gold/WhiteStyle: CD5415-723Country/Region of Origin: China"
"1573356260-16061","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Air","https://www.nike.com/sg/t/air-printed-fleece-crew-c5rLhQ/BV4734-100","Women's Printed Fleece Crew","Nike Air","$109","Nike Air gets refreshed in the Nike Air Women's Printed Fleece Crew, a comfortable French terry fleece sweatshirt that's cropped above the hips. Its futuristic print features the chemical element for air with bubbling style.","Style: BV4734-100","Colour Shown: White","Machine wash","null","SOFT, COMFY AND MODERN.
Nike Air gets refreshed in the Nike Air Women's Printed Fleece Crew, a comfortable French terry fleece sweatshirt that's cropped above the hips. Its futuristic print features the chemical element for air with bubbling style.
BenefitsFrench terry fleece is soft and comfortable.Cropped design falls above your hips.
Product DetailsLoose fit for an oversized, roomy feelFabric: Body: 80% cotton/20% polyester. Rib: 97% cotton/3% elastane.Machine washImportedColour Shown: WhiteStyle: BV4734-100Country/Region of Origin: China"
"1573356049-16021","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Everyday Cushioned","https://www.nike.com/sg/t/everyday-cushioned-training-crew-socks-gSdsFg/SX7664-100","Training Crew Socks (3 Pairs)","Nike Everyday Cushioned","$19","Power through your workout with the Nike Everyday Cushioned Socks. The thick terry sole gives you extra comfort for foot drills and lifts, while a ribbed arch band wraps your midfoot for a supportive feel.","Style: SX7664-100","Colour Shown: White/Black","Ribbed arch band offers a supportive feel.","null","COMFORT AND SUPPORT.
Power through your workout with the Nike Everyday Cushioned Socks. The thick terry sole gives you extra comfort for foot drills and lifts, while a ribbed arch band wraps your midfoot for a supportive feel.
BenefitsDri-FIT Technology helps keep your feet dry and comfortable.Thick terry sole provides comfort and impact absorption.Ribbed arch band offers a supportive feel.Crew silhouette covers your ankle and lower calf.
Product DetailsFabric: 69% cotton/28% polyester/2% elastane/1% nylonMachine washImportedColour Shown: White/BlackStyle: SX7664-100Country/Region of Origin: Pakistan,Sri Lanka"
"1573356150-16040","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike A.A.E.","https://www.nike.com/sg/t/aae-running-tank-7tCHKd/BV8071-221","Women's Running Tank","Nike A.A.E.","$139","The latest iteration of Nike's Advanced Apparel Exploration (A.A.E.) elevates your performance gear using data from body-mapping studies. With a design made for motion, Nike's A.A.E. Tank has plenty of customisable attributes for the active lifestyle.","Style: BV8071-221","Colour Shown: String","Imported","null","ADVANCED APPAREL EXPLORED.
The latest iteration of Nike's Advanced Apparel Exploration (A.A.E.) elevates your performance gear using data from body-mapping studies. With a design made for motion, Nike's A.A.E. Tank has plenty of customisable attributes for the active lifestyle.
Elevated By ScienceStudies were used to determine how the body reacts to different temperatures. This data helped inform the construction of the tank.
Data-Informed DesignComputational studies of the body in motion were used to create a tank that moves freely. A mix of knit and mesh fabrics has stretch where you need it during activities.
Customise Your LookThe tank has a reversible design with 2 layers for comfort how you want it.
Product DetailsBody: 85% nylon/15% elastane. Panels/Panel lining: 92% polyester/8% elastane.Machine washImportedColour Shown: StringStyle: BV8071-221Country/Region of Origin: China"
